#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.10.0-git811058fcf4', start_date='2020-07-22T04:20:22', checksum=2291992654, kind='mean', investigation_time=50.0, imt='PGA'"
lon,lat,depth,poe-0.0100000,poe-0.0132162,poe-0.0174668,poe-0.0230845,poe-0.0305090,poe-0.0403213,poe-0.0532894,poe-0.0704284,poe-0.0930796,poe-0.1230160,poe-0.1625805,poe-0.2148697,poe-0.2839763,poe-0.3753090,poe-0.4960161,poe-0.6555452,poe-0.8663821,poe-1.1450285,poe-1.5132935,poe-2.0000000
0.50000,-0.50000,0.00000,9.999983E-01,9.999927E-01,9.999542E-01,9.996597E-01,9.975340E-01,9.855747E-01,9.395628E-01,8.227546E-01,6.291879E-01,4.114774E-01,2.294725E-01,1.121301E-01,4.919853E-02,1.949742E-02,7.154285E-03,2.516828E-03,5.698376E-04,7.999680E-05,0.000000E+00,0.000000E+00
