#,,,,,,,,,"generated_by='OpenQuake engine 3.10.0-git811058fcf4', start_date='2020-07-22T04:20:22', checksum=2291992654, investigation_time=50.0, ses_per_logic_tree_path=100000"
rup_id,multiplicity,mag,centroid_lon,centroid_lat,centroid_depth,trt,strike,dip,rake
657,7,6.750000E+00,1.463373E+00,-2.499394E-01,1.350000E+01,Active Shallow Crust,3.865870E+01,3.060415E+01,9.000000E+01
658,10,6.750000E+00,1.474609E+00,-2.358942E-01,1.350000E+01,Active Shallow Crust,3.865871E+01,3.060339E+01,9.000000E+01
659,4,6.750000E+00,1.485844E+00,-2.218491E-01,1.350000E+01,Active Shallow Crust,3.865871E+01,3.060360E+01,9.000000E+01
660,6,6.750000E+00,1.508316E+00,-1.937588E-01,1.350000E+01,Active Shallow Crust,3.865869E+01,3.060308E+01,9.000000E+01
661,8,6.750000E+00,1.519551E+00,-1.797137E-01,1.350000E+01,Active Shallow Crust,3.634945E+01,3.075823E+01,9.000000E+01
662,8,6.750000E+00,1.530787E+00,-1.656686E-01,1.350000E+01,Active Shallow Crust,3.395863E+01,3.091422E+01,9.000000E+01
663,6,6.750000E+00,1.542023E+00,-1.516234E-01,1.350000E+01,Active Shallow Crust,3.149030E+01,3.107184E+01,9.000000E+01
664,5,6.750000E+00,1.553258E+00,-1.375783E-01,1.350000E+01,Active Shallow Crust,2.895006E+01,3.123091E+01,9.000000E+01
665,10,6.750000E+00,1.564494E+00,-1.235331E-01,1.350000E+01,Active Shallow Crust,2.634534E+01,3.139202E+01,9.000000E+01
666,6,6.750000E+00,1.575730E+00,-1.094880E-01,1.350000E+01,Active Shallow Crust,2.368487E+01,3.155465E+01,9.000000E+01
667,11,6.750000E+00,1.586966E+00,-9.544282E-02,1.350000E+01,Active Shallow Crust,2.097856E+01,3.171846E+01,9.000000E+01
668,6,6.750000E+00,1.592446E+00,-7.942812E-02,1.350000E+01,Active Shallow Crust,1.823744E+01,3.188414E+01,9.000000E+01
669,9,6.750000E+00,1.592171E+00,-6.144388E-02,1.350000E+01,Active Shallow Crust,1.547354E+01,3.205091E+01,9.000000E+01
670,5,6.750000E+00,1.591896E+00,-4.345965E-02,1.350000E+01,Active Shallow Crust,1.269964E+01,3.221855E+01,9.000000E+01
671,7,6.750000E+00,1.591621E+00,-2.547541E-02,1.350000E+01,Active Shallow Crust,9.928839E+00,3.238943E+01,9.000000E+01
672,3,6.750000E+00,1.591346E+00,-7.491179E-03,1.350000E+01,Active Shallow Crust,7.174011E+00,3.256198E+01,9.000000E+01
673,5,6.750000E+00,1.591071E+00,1.049305E-02,1.350000E+01,Active Shallow Crust,4.447348E+00,3.273573E+01,9.000000E+01
674,3,6.750000E+00,1.590797E+00,2.847729E-02,1.350000E+01,Active Shallow Crust,1.760617E+00,3.291142E+01,9.000000E+01
675,3,6.750000E+00,1.590522E+00,4.646152E-02,1.350000E+01,Active Shallow Crust,3.591245E+02,3.308841E+01,9.000000E+01
676,4,6.750000E+00,1.590247E+00,6.444576E-02,1.350000E+01,Active Shallow Crust,3.591245E+02,3.308810E+01,9.000000E+01
677,5,6.750000E+00,1.286297E+00,-4.956710E-01,1.450000E+01,Active Shallow Crust,3.865899E+01,3.060391E+01,9.000000E+01
678,9,6.750000E+00,1.297533E+00,-4.816260E-01,1.450000E+01,Active Shallow Crust,3.865892E+01,3.060457E+01,9.000000E+01
679,5,6.750000E+00,1.308769E+00,-4.675811E-01,1.450000E+01,Active Shallow Crust,3.865891E+01,3.060363E+01,9.000000E+01
680,9,6.750000E+00,1.320005E+00,-4.535361E-01,1.450000E+01,Active Shallow Crust,3.865888E+01,3.060365E+01,9.000000E+01
681,4,6.750000E+00,1.331241E+00,-4.394911E-01,1.450000E+01,Active Shallow Crust,3.865881E+01,3.060414E+01,9.000000E+01
682,11,6.750000E+00,1.342477E+00,-4.254462E-01,1.450000E+01,Active Shallow Crust,3.865879E+01,3.060497E+01,9.000000E+01
683,6,6.750000E+00,1.353712E+00,-4.114012E-01,1.450000E+01,Active Shallow Crust,3.865878E+01,3.060584E+01,9.000000E+01
684,4,6.750000E+00,1.364948E+00,-3.973561E-01,1.450000E+01,Active Shallow Crust,3.865877E+01,3.060636E+01,9.000000E+01
685,5,6.750000E+00,1.376184E+00,-3.833111E-01,1.450000E+01,Active Shallow Crust,3.865872E+01,3.060783E+01,9.000000E+01
686,4,6.750000E+00,1.387420E+00,-3.692661E-01,1.450000E+01,Active Shallow Crust,3.865870E+01,3.060786E+01,9.000000E+01
687,4,6.750000E+00,1.398656E+00,-3.552210E-01,1.450000E+01,Active Shallow Crust,3.865867E+01,3.060628E+01,9.000000E+01
688,11,6.750000E+00,1.409891E+00,-3.411760E-01,1.450000E+01,Active Shallow Crust,3.865868E+01,3.060503E+01,9.000000E+01
689,7,6.750000E+00,1.421127E+00,-3.271309E-01,1.450000E+01,Active Shallow Crust,3.865867E+01,3.060523E+01,9.000000E+01
690,9,6.750000E+00,1.432363E+00,-3.130858E-01,1.450000E+01,Active Shallow Crust,3.865865E+01,3.060482E+01,9.000000E+01
691,7,6.750000E+00,1.443598E+00,-2.990407E-01,1.450000E+01,Active Shallow Crust,3.865866E+01,3.060341E+01,9.000000E+01
692,4,6.750000E+00,1.454834E+00,-2.849956E-01,1.450000E+01,Active Shallow Crust,3.865865E+01,3.060186E+01,9.000000E+01
693,4,6.750000E+00,1.466070E+00,-2.709506E-01,1.450000E+01,Active Shallow Crust,3.865866E+01,3.060061E+01,9.000000E+01
694,8,6.750000E+00,1.477305E+00,-2.569054E-01,1.450000E+01,Active Shallow Crust,3.865864E+01,3.060048E+01,9.000000E+01
695,3,6.750000E+00,1.488541E+00,-2.428603E-01,1.450000E+01,Active Shallow Crust,3.865866E+01,3.060041E+01,9.000000E+01
696,11,6.750000E+00,1.499777E+00,-2.288152E-01,1.450000E+01,Active Shallow Crust,3.865867E+01,3.060098E+01,9.000000E+01
697,5,6.750000E+00,1.511012E+00,-2.147701E-01,1.450000E+01,Active Shallow Crust,3.865867E+01,3.060155E+01,9.000000E+01
698,6,6.750000E+00,1.522248E+00,-2.007250E-01,1.450000E+01,Active Shallow Crust,3.865869E+01,3.060209E+01,9.000000E+01
699,7,6.750000E+00,1.533484E+00,-1.866799E-01,1.450000E+01,Active Shallow Crust,3.634945E+01,3.075778E+01,9.000000E+01
700,5,6.750000E+00,1.544719E+00,-1.726347E-01,1.450000E+01,Active Shallow Crust,3.395805E+01,3.091498E+01,9.000000E+01
701,9,6.750000E+00,1.555955E+00,-1.585896E-01,1.450000E+01,Active Shallow Crust,3.148938E+01,3.107407E+01,9.000000E+01
702,4,6.750000E+00,1.567191E+00,-1.445445E-01,1.450000E+01,Active Shallow Crust,2.894938E+01,3.123436E+01,9.000000E+01
703,2,6.750000E+00,1.578426E+00,-1.304993E-01,1.450000E+01,Active Shallow Crust,2.634479E+01,3.139553E+01,9.000000E+01
704,5,6.750000E+00,1.589662E+00,-1.164542E-01,1.450000E+01,Active Shallow Crust,2.368418E+01,3.155799E+01,9.000000E+01
705,12,6.750000E+00,1.600898E+00,-1.024090E-01,1.450000E+01,Active Shallow Crust,2.097756E+01,3.172335E+01,9.000000E+01
706,6,6.750000E+00,1.606378E+00,-8.639435E-02,1.450000E+01,Active Shallow Crust,1.823648E+01,3.189023E+01,9.000000E+01
707,4,6.750000E+00,1.606103E+00,-6.841013E-02,1.450000E+01,Active Shallow Crust,1.547308E+01,3.205864E+01,9.000000E+01
708,5,6.750000E+00,1.605828E+00,-5.042591E-02,1.450000E+01,Active Shallow Crust,1.269957E+01,3.222895E+01,9.000000E+01
709,6,6.750000E+00,1.605553E+00,-3.244169E-02,1.450000E+01,Active Shallow Crust,9.928882E+00,3.240027E+01,9.000000E+01
710,6,6.750000E+00,1.605278E+00,-1.445747E-02,1.450000E+01,Active Shallow Crust,7.174120E+00,3.257231E+01,9.000000E+01
711,8,6.750000E+00,1.605004E+00,3.526750E-03,1.450000E+01,Active Shallow Crust,4.447414E+00,3.274494E+01,9.000000E+01
712,8,6.750000E+00,1.604729E+00,2.151097E-02,1.450000E+01,Active Shallow Crust,1.760541E+00,3.291909E+01,9.000000E+01
713,7,6.750000E+00,1.604454E+00,3.949519E-02,1.450000E+01,Active Shallow Crust,3.591244E+02,3.309592E+01,9.000000E+01
714,8,6.750000E+00,1.604179E+00,5.747941E-02,1.450000E+01,Active Shallow Crust,3.591245E+02,3.309557E+01,9.000000E+01
715,2,6.750000E+00,1.300230E+00,-5.026368E-01,1.550000E+01,Active Shallow Crust,3.865890E+01,3.060909E+01,9.000000E+01
716,10,6.750000E+00,1.311466E+00,-4.885919E-01,1.550000E+01,Active Shallow Crust,3.865884E+01,3.060891E+01,9.000000E+01
717,7,6.750000E+00,1.322702E+00,-4.745470E-01,1.550000E+01,Active Shallow Crust,3.865880E+01,3.060926E+01,9.000000E+01
718,9,6.750000E+00,1.333938E+00,-4.605020E-01,1.550000E+01,Active Shallow Crust,3.865880E+01,3.060849E+01,9.000000E+01
719,3,6.750000E+00,1.345174E+00,-4.464570E-01,1.550000E+01,Active Shallow Crust,3.865875E+01,3.060737E+01,9.000000E+01
720,6,6.750000E+00,1.356409E+00,-4.324121E-01,1.550000E+01,Active Shallow Crust,3.865872E+01,3.060610E+01,9.000000E+01
721,8,6.750000E+00,1.367645E+00,-4.183671E-01,1.550000E+01,Active Shallow Crust,3.865868E+01,3.060498E+01,9.000000E+01
722,5,6.750000E+00,1.378881E+00,-4.043221E-01,1.550000E+01,Active Shallow Crust,3.865869E+01,3.060488E+01,9.000000E+01
723,4,6.750000E+00,1.390117E+00,-3.902771E-01,1.550000E+01,Active Shallow Crust,3.865866E+01,3.060556E+01,9.000000E+01
724,5,6.750000E+00,1.401352E+00,-3.762320E-01,1.550000E+01,Active Shallow Crust,3.865865E+01,3.060623E+01,9.000000E+01
725,5,6.750000E+00,1.412588E+00,-3.621870E-01,1.550000E+01,Active Shallow Crust,3.865860E+01,3.060674E+01,9.000000E+01
726,6,6.750000E+00,1.423824E+00,-3.481420E-01,1.550000E+01,Active Shallow Crust,3.865862E+01,3.060664E+01,9.000000E+01
727,8,6.750000E+00,1.435059E+00,-3.340969E-01,1.550000E+01,Active Shallow Crust,3.865858E+01,3.060636E+01,9.000000E+01
728,3,6.750000E+00,1.446295E+00,-3.200518E-01,1.550000E+01,Active Shallow Crust,3.865860E+01,3.060641E+01,9.000000E+01
729,9,6.750000E+00,1.457531E+00,-3.060068E-01,1.550000E+01,Active Shallow Crust,3.865857E+01,3.060743E+01,9.000000E+01
730,8,6.750000E+00,1.468766E+00,-2.919617E-01,1.550000E+01,Active Shallow Crust,3.865860E+01,3.060831E+01,9.000000E+01
731,6,6.750000E+00,1.480002E+00,-2.779166E-01,1.550000E+01,Active Shallow Crust,3.865860E+01,3.060871E+01,9.000000E+01
732,5,6.750000E+00,1.491238E+00,-2.638715E-01,1.550000E+01,Active Shallow Crust,3.865860E+01,3.060926E+01,9.000000E+01
733,8,6.750000E+00,1.502473E+00,-2.498264E-01,1.550000E+01,Active Shallow Crust,3.865859E+01,3.060932E+01,9.000000E+01
734,7,6.750000E+00,1.513709E+00,-2.357813E-01,1.550000E+01,Active Shallow Crust,3.865863E+01,3.060891E+01,9.000000E+01
735,5,6.750000E+00,1.524945E+00,-2.217362E-01,1.550000E+01,Active Shallow Crust,3.865864E+01,3.060912E+01,9.000000E+01
736,4,6.750000E+00,1.536180E+00,-2.076911E-01,1.550000E+01,Active Shallow Crust,3.865869E+01,3.060952E+01,9.000000E+01
737,8,6.750000E+00,1.547416E+00,-1.936460E-01,1.550000E+01,Active Shallow Crust,3.634954E+01,3.076485E+01,9.000000E+01
738,2,6.750000E+00,1.558652E+00,-1.796009E-01,1.550000E+01,Active Shallow Crust,3.395850E+01,3.092079E+01,9.000000E+01
739,7,6.750000E+00,1.569887E+00,-1.655557E-01,1.550000E+01,Active Shallow Crust,3.149003E+01,3.107813E+01,9.000000E+01
740,8,6.750000E+00,1.581123E+00,-1.515106E-01,1.550000E+01,Active Shallow Crust,2.894960E+01,3.123854E+01,9.000000E+01
741,9,6.750000E+00,1.592359E+00,-1.374655E-01,1.550000E+01,Active Shallow Crust,2.634493E+01,3.139990E+01,9.000000E+01
742,7,6.750000E+00,1.603594E+00,-1.234204E-01,1.550000E+01,Active Shallow Crust,2.368453E+01,3.156341E+01,9.000000E+01
743,6,6.750000E+00,1.614830E+00,-1.093752E-01,1.550000E+01,Active Shallow Crust,2.097849E+01,3.172744E+01,9.000000E+01
744,5,6.750000E+00,1.620310E+00,-9.336058E-02,1.550000E+01,Active Shallow Crust,1.823724E+01,3.189215E+01,9.000000E+01
745,6,6.750000E+00,1.620035E+00,-7.537638E-02,1.550000E+01,Active Shallow Crust,1.547320E+01,3.205819E+01,9.000000E+01
746,6,6.750000E+00,1.619760E+00,-5.739217E-02,1.550000E+01,Active Shallow Crust,1.269929E+01,3.222660E+01,9.000000E+01
747,8,6.750000E+00,1.619485E+00,-3.940796E-02,1.550000E+01,Active Shallow Crust,9.928420E+00,3.239651E+01,9.000000E+01
748,6,6.750000E+00,1.619211E+00,-2.142376E-02,1.550000E+01,Active Shallow Crust,7.173556E+00,3.256900E+01,9.000000E+01
749,5,6.750000E+00,1.618936E+00,-3.439557E-03,1.550000E+01,Active Shallow Crust,4.447084E+00,3.274375E+01,9.000000E+01
750,2,6.750000E+00,1.618661E+00,1.454465E-02,1.550000E+01,Active Shallow Crust,1.760453E+00,3.291952E+01,9.000000E+01
751,3,6.750000E+00,1.618386E+00,3.252885E-02,1.550000E+01,Active Shallow Crust,3.591244E+02,3.309640E+01,9.000000E+01
752,6,6.750000E+00,1.618111E+00,5.051306E-02,1.550000E+01,Active Shallow Crust,3.591245E+02,3.309664E+01,9.000000E+01
753,7,6.750000E+00,1.314163E+00,-5.096026E-01,1.650000E+01,Active Shallow Crust,3.865881E+01,3.061145E+01,9.000000E+01
754,6,6.750000E+00,1.325399E+00,-4.955578E-01,1.650000E+01,Active Shallow Crust,3.865878E+01,3.061195E+01,9.000000E+01
755,9,6.750000E+00,1.336635E+00,-4.815128E-01,1.650000E+01,Active Shallow Crust,3.865870E+01,3.061197E+01,9.000000E+01
756,5,6.750000E+00,1.347871E+00,-4.674679E-01,1.650000E+01,Active Shallow Crust,3.865871E+01,3.061247E+01,9.000000E+01
757,6,6.750000E+00,1.359106E+00,-4.534229E-01,1.650000E+01,Active Shallow Crust,3.865867E+01,3.061331E+01,9.000000E+01
758,6,6.750000E+00,1.370342E+00,-4.393780E-01,1.650000E+01,Active Shallow Crust,3.865865E+01,3.061382E+01,9.000000E+01
759,8,6.750000E+00,1.381578E+00,-4.253330E-01,1.650000E+01,Active Shallow Crust,3.865863E+01,3.061418E+01,9.000000E+01
760,6,6.750000E+00,1.392814E+00,-4.112880E-01,1.650000E+01,Active Shallow Crust,3.865859E+01,3.061340E+01,9.000000E+01
761,8,6.750000E+00,1.404049E+00,-3.972430E-01,1.650000E+01,Active Shallow Crust,3.865859E+01,3.061263E+01,9.000000E+01
762,3,6.750000E+00,1.415285E+00,-3.831980E-01,1.650000E+01,Active Shallow Crust,3.865858E+01,3.061330E+01,9.000000E+01
763,5,6.750000E+00,1.426521E+00,-3.691530E-01,1.650000E+01,Active Shallow Crust,3.865856E+01,3.061416E+01,9.000000E+01
764,6,6.750000E+00,1.437756E+00,-3.551079E-01,1.650000E+01,Active Shallow Crust,3.865855E+01,3.061468E+01,9.000000E+01
765,5,6.750000E+00,1.448992E+00,-3.410629E-01,1.650000E+01,Active Shallow Crust,3.865855E+01,3.061472E+01,9.000000E+01
766,12,6.750000E+00,1.460228E+00,-3.270179E-01,1.650000E+01,Active Shallow Crust,3.865854E+01,3.061510E+01,9.000000E+01
767,10,6.750000E+00,1.471463E+00,-3.129728E-01,1.650000E+01,Active Shallow Crust,3.865854E+01,3.061529E+01,9.000000E+01
768,6,6.750000E+00,1.482699E+00,-2.989277E-01,1.650000E+01,Active Shallow Crust,3.865855E+01,3.061500E+01,9.000000E+01
769,4,6.750000E+00,1.493935E+00,-2.848827E-01,1.650000E+01,Active Shallow Crust,3.865854E+01,3.061458E+01,9.000000E+01
770,7,6.750000E+00,1.505170E+00,-2.708376E-01,1.650000E+01,Active Shallow Crust,3.865859E+01,3.061465E+01,9.000000E+01
771,5,6.750000E+00,1.516406E+00,-2.567925E-01,1.650000E+01,Active Shallow Crust,3.865858E+01,3.061517E+01,9.000000E+01
772,9,6.750000E+00,1.527641E+00,-2.427474E-01,1.650000E+01,Active Shallow Crust,3.865859E+01,3.061522E+01,9.000000E+01
773,5,6.750000E+00,1.538877E+00,-2.287023E-01,1.650000E+01,Active Shallow Crust,3.865862E+01,3.061497E+01,9.000000E+01
774,8,6.750000E+00,1.550113E+00,-2.146572E-01,1.650000E+01,Active Shallow Crust,3.865863E+01,3.061392E+01,9.000000E+01
775,4,6.750000E+00,1.561348E+00,-2.006121E-01,1.650000E+01,Active Shallow Crust,3.634944E+01,3.076928E+01,9.000000E+01
776,7,6.750000E+00,1.572584E+00,-1.865670E-01,1.650000E+01,Active Shallow Crust,3.395841E+01,3.092675E+01,9.000000E+01
777,11,6.750000E+00,1.583820E+00,-1.725219E-01,1.650000E+01,Active Shallow Crust,3.149007E+01,3.108436E+01,9.000000E+01
778,3,6.750000E+00,1.595055E+00,-1.584768E-01,1.650000E+01,Active Shallow Crust,2.894977E+01,3.124404E+01,9.000000E+01
779,6,6.750000E+00,1.606291E+00,-1.444317E-01,1.650000E+01,Active Shallow Crust,2.634490E+01,3.140500E+01,9.000000E+01
780,6,6.750000E+00,1.617527E+00,-1.303866E-01,1.650000E+01,Active Shallow Crust,2.368401E+01,3.156755E+01,9.000000E+01
781,4,6.750000E+00,1.628762E+00,-1.163414E-01,1.650000E+01,Active Shallow Crust,2.097753E+01,3.173105E+01,9.000000E+01
782,8,6.750000E+00,1.634243E+00,-1.003268E-01,1.650000E+01,Active Shallow Crust,1.823649E+01,3.189720E+01,9.000000E+01
783,8,6.750000E+00,1.633968E+00,-8.234261E-02,1.650000E+01,Active Shallow Crust,1.547293E+01,3.206541E+01,9.000000E+01
784,11,6.750000E+00,1.633693E+00,-6.435842E-02,1.650000E+01,Active Shallow Crust,1.269934E+01,3.223582E+01,9.000000E+01
785,7,6.750000E+00,1.633418E+00,-4.637424E-02,1.650000E+01,Active Shallow Crust,9.928644E+00,3.240665E+01,9.000000E+01
786,4,6.750000E+00,1.633143E+00,-2.839005E-02,1.650000E+01,Active Shallow Crust,7.173708E+00,3.257790E+01,9.000000E+01
787,7,6.750000E+00,1.632868E+00,-1.040586E-02,1.650000E+01,Active Shallow Crust,4.447076E+00,3.275115E+01,9.000000E+01
788,6,6.750000E+00,1.632593E+00,7.578325E-03,1.650000E+01,Active Shallow Crust,1.760393E+00,3.292577E+01,9.000000E+01
789,9,6.750000E+00,1.632318E+00,2.556251E-02,1.650000E+01,Active Shallow Crust,3.591244E+02,3.310279E+01,9.000000E+01
790,7,6.750000E+00,1.632043E+00,4.354670E-02,1.650000E+01,Active Shallow Crust,3.591245E+02,3.310302E+01,9.000000E+01
791,3,6.850000E+00,1.257083E+00,-4.712337E-01,1.200000E+01,Active Shallow Crust,3.865924E+01,3.058857E+01,9.000000E+01
792,4,6.850000E+00,1.268319E+00,-4.571887E-01,1.200000E+01,Active Shallow Crust,3.865920E+01,3.058997E+01,9.000000E+01
793,6,6.850000E+00,1.279555E+00,-4.431438E-01,1.200000E+01,Active Shallow Crust,3.865914E+01,3.059028E+01,9.000000E+01
794,11,6.850000E+00,1.290791E+00,-4.290988E-01,1.200000E+01,Active Shallow Crust,3.865910E+01,3.059123E+01,9.000000E+01
795,7,6.850000E+00,1.302027E+00,-4.150537E-01,1.200000E+01,Active Shallow Crust,3.865906E+01,3.059310E+01,9.000000E+01
796,4,6.850000E+00,1.313263E+00,-4.010087E-01,1.200000E+01,Active Shallow Crust,3.865900E+01,3.059375E+01,9.000000E+01
797,3,6.850000E+00,1.324499E+00,-3.869637E-01,1.200000E+01,Active Shallow Crust,3.865897E+01,3.059319E+01,9.000000E+01
798,1,6.850000E+00,1.335735E+00,-3.729186E-01,1.200000E+01,Active Shallow Crust,3.865893E+01,3.059323E+01,9.000000E+01
799,5,6.850000E+00,1.346970E+00,-3.588736E-01,1.200000E+01,Active Shallow Crust,3.865889E+01,3.059377E+01,9.000000E+01
800,6,6.850000E+00,1.358206E+00,-3.448285E-01,1.200000E+01,Active Shallow Crust,3.865889E+01,3.059432E+01,9.000000E+01
801,5,6.850000E+00,1.369442E+00,-3.307834E-01,1.200000E+01,Active Shallow Crust,3.865888E+01,3.059544E+01,9.000000E+01
802,8,6.850000E+00,1.380678E+00,-3.167383E-01,1.200000E+01,Active Shallow Crust,3.865884E+01,3.059611E+01,9.000000E+01
803,5,6.850000E+00,1.391914E+00,-3.026932E-01,1.200000E+01,Active Shallow Crust,3.865885E+01,3.059632E+01,9.000000E+01
804,5,6.850000E+00,1.403149E+00,-2.886481E-01,1.200000E+01,Active Shallow Crust,3.865881E+01,3.059759E+01,9.000000E+01
805,5,6.850000E+00,1.414385E+00,-2.746030E-01,1.200000E+01,Active Shallow Crust,3.865879E+01,3.059814E+01,9.000000E+01
806,6,6.850000E+00,1.425621E+00,-2.605579E-01,1.200000E+01,Active Shallow Crust,3.865879E+01,3.059807E+01,9.000000E+01
807,7,6.850000E+00,1.436857E+00,-2.465128E-01,1.200000E+01,Active Shallow Crust,3.865876E+01,3.059755E+01,9.000000E+01
808,13,6.850000E+00,1.448092E+00,-2.324676E-01,1.200000E+01,Active Shallow Crust,3.865876E+01,3.059686E+01,9.000000E+01
809,7,6.850000E+00,1.459328E+00,-2.184225E-01,1.200000E+01,Active Shallow Crust,3.865877E+01,3.059665E+01,9.000000E+01
810,5,6.850000E+00,1.470564E+00,-2.043773E-01,1.200000E+01,Active Shallow Crust,3.865875E+01,3.059583E+01,9.000000E+01
811,4,6.850000E+00,1.481799E+00,-1.903322E-01,1.200000E+01,Active Shallow Crust,3.865879E+01,3.059468E+01,9.000000E+01
812,7,6.850000E+00,1.493035E+00,-1.762870E-01,1.200000E+01,Active Shallow Crust,3.649633E+01,3.074001E+01,9.000000E+01
813,4,6.850000E+00,1.504271E+00,-1.622419E-01,1.200000E+01,Active Shallow Crust,3.426164E+01,3.088755E+01,9.000000E+01
814,5,6.850000E+00,1.515507E+00,-1.481967E-01,1.200000E+01,Active Shallow Crust,3.195868E+01,3.103499E+01,9.000000E+01
815,6,6.850000E+00,1.526742E+00,-1.341516E-01,1.200000E+01,Active Shallow Crust,2.959138E+01,3.118434E+01,9.000000E+01
816,7,6.850000E+00,1.537978E+00,-1.201064E-01,1.200000E+01,Active Shallow Crust,2.716584E+01,3.133458E+01,9.000000E+01
817,6,6.850000E+00,1.549214E+00,-1.060612E-01,1.200000E+01,Active Shallow Crust,2.468854E+01,3.148564E+01,9.000000E+01
818,1,6.850000E+00,1.560449E+00,-9.201606E-02,1.200000E+01,Active Shallow Crust,2.216767E+01,3.163739E+01,9.000000E+01
819,7,6.850000E+00,1.571685E+00,-7.797089E-02,1.200000E+01,Active Shallow Crust,1.961170E+01,3.179192E+01,9.000000E+01
820,3,6.850000E+00,1.571410E+00,-5.998664E-02,1.200000E+01,Active Shallow Crust,1.703008E+01,3.194801E+01,9.000000E+01
821,7,6.850000E+00,1.571135E+00,-4.200238E-02,1.200000E+01,Active Shallow Crust,1.443354E+01,3.210530E+01,9.000000E+01
822,9,6.850000E+00,1.570860E+00,-2.401813E-02,1.200000E+01,Active Shallow Crust,1.183261E+01,3.226452E+01,9.000000E+01
823,2,6.850000E+00,1.570585E+00,-6.033870E-03,1.200000E+01,Active Shallow Crust,9.237868E+00,3.242518E+01,9.000000E+01
824,6,6.850000E+00,1.570311E+00,1.195038E-02,1.200000E+01,Active Shallow Crust,6.659958E+00,3.258709E+01,9.000000E+01
825,5,6.850000E+00,1.570036E+00,2.993464E-02,1.200000E+01,Active Shallow Crust,4.108910E+00,3.275048E+01,9.000000E+01
826,3,6.850000E+00,1.569761E+00,4.791890E-02,1.200000E+01,Active Shallow Crust,1.594191E+00,3.291523E+01,9.000000E+01
827,6,6.850000E+00,1.569486E+00,6.590315E-02,1.200000E+01,Active Shallow Crust,3.591245E+02,3.308122E+01,9.000000E+01
828,4,6.850000E+00,1.271016E+00,-4.781996E-01,1.300000E+01,Active Shallow Crust,3.865916E+01,3.060083E+01,9.000000E+01
829,6,6.850000E+00,1.282252E+00,-4.641547E-01,1.300000E+01,Active Shallow Crust,3.865910E+01,3.059935E+01,9.000000E+01
830,7,6.850000E+00,1.293488E+00,-4.501097E-01,1.300000E+01,Active Shallow Crust,3.865905E+01,3.059881E+01,9.000000E+01
831,7,6.850000E+00,1.304724E+00,-4.360647E-01,1.300000E+01,Active Shallow Crust,3.865904E+01,3.059857E+01,9.000000E+01
832,3,6.850000E+00,1.315960E+00,-4.220197E-01,1.300000E+01,Active Shallow Crust,3.865898E+01,3.059753E+01,9.000000E+01
833,6,6.850000E+00,1.327196E+00,-4.079747E-01,1.300000E+01,Active Shallow Crust,3.865895E+01,3.059697E+01,9.000000E+01
834,5,6.850000E+00,1.338431E+00,-3.939297E-01,1.300000E+01,Active Shallow Crust,3.865890E+01,3.059762E+01,9.000000E+01
835,8,6.850000E+00,1.349667E+00,-3.798846E-01,1.300000E+01,Active Shallow Crust,3.865886E+01,3.059766E+01,9.000000E+01
836,11,6.850000E+00,1.360903E+00,-3.658396E-01,1.300000E+01,Active Shallow Crust,3.865883E+01,3.059664E+01,9.000000E+01
837,5,6.850000E+00,1.372139E+00,-3.517945E-01,1.300000E+01,Active Shallow Crust,3.865883E+01,3.059563E+01,9.000000E+01
838,3,6.850000E+00,1.383375E+00,-3.377495E-01,1.300000E+01,Active Shallow Crust,3.865882E+01,3.059478E+01,9.000000E+01
839,6,6.850000E+00,1.394610E+00,-3.237044E-01,1.300000E+01,Active Shallow Crust,3.865879E+01,3.059437E+01,9.000000E+01
840,9,6.850000E+00,1.405846E+00,-3.096593E-01,1.300000E+01,Active Shallow Crust,3.865878E+01,3.059385E+01,9.000000E+01
841,8,6.850000E+00,1.417082E+00,-2.956142E-01,1.300000E+01,Active Shallow Crust,3.865876E+01,3.059377E+01,9.000000E+01
842,8,6.850000E+00,1.428317E+00,-2.815691E-01,1.300000E+01,Active Shallow Crust,3.865874E+01,3.059383E+01,9.000000E+01
843,7,6.850000E+00,1.439553E+00,-2.675240E-01,1.300000E+01,Active Shallow Crust,3.865872E+01,3.059361E+01,9.000000E+01
844,8,6.850000E+00,1.450789E+00,-2.534789E-01,1.300000E+01,Active Shallow Crust,3.865872E+01,3.059430E+01,9.000000E+01
845,9,6.850000E+00,1.462025E+00,-2.394338E-01,1.300000E+01,Active Shallow Crust,3.865873E+01,3.059575E+01,9.000000E+01
846,5,6.850000E+00,1.473260E+00,-2.253886E-01,1.300000E+01,Active Shallow Crust,3.865874E+01,3.059612E+01,9.000000E+01
847,5,6.850000E+00,1.484496E+00,-2.113435E-01,1.300000E+01,Active Shallow Crust,3.865873E+01,3.059571E+01,9.000000E+01
848,4,6.850000E+00,1.495732E+00,-1.972983E-01,1.300000E+01,Active Shallow Crust,3.865875E+01,3.059627E+01,9.000000E+01
849,5,6.850000E+00,1.506967E+00,-1.832532E-01,1.300000E+01,Active Shallow Crust,3.649638E+01,3.074212E+01,9.000000E+01
850,7,6.850000E+00,1.518203E+00,-1.692080E-01,1.300000E+01,Active Shallow Crust,3.426178E+01,3.088880E+01,9.000000E+01
851,3,6.850000E+00,1.529439E+00,-1.551629E-01,1.300000E+01,Active Shallow Crust,3.195859E+01,3.103704E+01,9.000000E+01
