#,,"generated_by='OpenQuake engine 3.10.0-git811058fcf4', start_date='2020-07-22T02:43:11', checksum=1977425640, kind='mean', investigation_time=50.0"
lon,lat,PGA-0.1
0.50000,-0.50000,2.230912E-01
