#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.10.0-git811058fcf4', start_date='2020-07-22T02:43:11', checksum=1977425640, kind='mean', investigation_time=50.0, imt='PGA'"
lon,lat,depth,poe-0.0100000,poe-0.0132162,poe-0.0174668,poe-0.0230845,poe-0.0305090,poe-0.0403213,poe-0.0532894,poe-0.0704284,poe-0.0930796,poe-0.1230160,poe-0.1625805,poe-0.2148697,poe-0.2839763,poe-0.3753090,poe-0.4960161,poe-0.6555452,poe-0.8663821,poe-1.1450285,poe-1.5132935,poe-2.0000000
0.50000,-0.50000,0.00000,9.999984E-01,9.999927E-01,9.999543E-01,9.996609E-01,9.975527E-01,9.856765E-01,9.394739E-01,8.223898E-01,6.286934E-01,4.099650E-01,2.292661E-01,1.119294E-01,4.846799E-02,1.879643E-02,6.530439E-03,1.989899E-03,5.094619E-04,9.903141E-05,1.127388E-05,3.269454E-07
